,query,scenario,variable,year_range,file_path
154,Show me surface downwelling shortwave radiation data for a ssp126 CO2 emissions scenario for 220101-225012,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,I want to see data on surface downwelling shortwave radiation for the ssp126 CO2 emissions scenario covering the years 220101 to 225012.,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,Can you provide me with the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario from 220101 to 225012?,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,Could you show me the data regarding surface downwelling shortwave radiation in the context of the ssp126 CO2 emissions scenario for the time period 220101-225012?,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,I'm interested in accessing the information related to surface downwelling shortwave radiation for the ssp126 CO2 emissions scenario spanning from 220101 to 225012.,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,Please display the surface downwelling shortwave radiation data corresponding to the ssp126 CO2 emissions scenario for the timeframe 220101-225012.,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,I need to review the surface downwelling shortwave radiation data associated with the ssp126 CO2 emissions scenario for the period 220101-225012.,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,I would like to examine the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario from 220101 to 225012.,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,Show me the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario covering the range 220101-225012.,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
154,Please provide me with the data for surface downwelling shortwave radiation under the ssp126 CO2 emissions scenario for the time range 220101-225012.,ssp126,rsds,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_220101-225012.nc
155,Show me surface downwelling shortwave radiation data for a ssp126 CO2 emissions scenario for 225101-230012,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,I would like to see the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario between 225101 and 230012.,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,Could you provide me with the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario spanning 225101 to 230012?,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,Can you show me the data on surface downwelling shortwave radiation for the ssp126 CO2 emissions scenario from 225101 to 230012?,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,I am interested in viewing the surface downwelling shortwave radiation information pertaining to the ssp126 CO2 emissions scenario covering the period 225101 to 230012.,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,Please show me the surface downwelling shortwave radiation data related to the ssp126 CO2 emissions scenario for the time frame 225101-230012.,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,I would appreciate it if you could display the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario during 225101-230012.,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,I'm looking for the surface downwelling shortwave radiation dataset regarding the ssp126 CO2 emissions scenario for the time period 225101-230012.,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,Kindly provide me with the surface downwelling shortwave radiation data associated with the ssp126 CO2 emissions scenario from 225101 to 230012.,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
155,May I have access to the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario for the period 225101-230012?,ssp126,rsds,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_225101-230012.nc
156,Show me surface downwelling shortwave radiation data for a ssp126 CO2 emissions scenario for 230101-235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,I need surface downwelling shortwave radiation data for a ssp126 CO2 emissions scenario from 230101 to 235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,Please provide surface downwelling shortwave radiation data pertaining to the ssp126 CO2 emissions scenario covering the period 230101-235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,I am looking for data on surface downwelling shortwave radiation under the ssp126 CO2 emissions scenario from 230101 to 235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,Kindly show me the information on surface downwelling shortwave radiation specifically for the ssp126 CO2 emissions scenario during 230101-235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,Could you present surface downwelling shortwave radiation data corresponding to the ssp126 CO2 emissions scenario for the time frame 230101-235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,I am interested in reviewing surface downwelling shortwave radiation data related to the ssp126 CO2 emissions scenario for the period 230101 to 235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,I require access to surface downwelling shortwave radiation data associated with the ssp126 CO2 emissions scenario for the duration 230101-235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,Please share with me the surface downwelling shortwave radiation data linked to the ssp126 CO2 emissions scenario covering 230101-235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
156,I am seeking surface downwelling shortwave radiation data specific to the ssp126 CO2 emissions scenario for the range 230101-235012,ssp126,rsds,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_230101-235012.nc
157,Show me surface downwelling shortwave radiation data for a ssp126 CO2 emissions scenario for 235101-240012,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,Can you provide me with the surface downward shortwave radiation data corresponding to the ssp126 CO2 emissions scenario for the time period 235101-240012?,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,Can you display the surface downwelling shortwave radiation data associated with the ssp126 CO2 emissions scenario between 235101 and 240012?,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,"For the duration of 235101-240012, could you please showcase the surface downwelling shortwave radiation data for the ssp126 CO2 emissions trajectory?",ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,I am interested in accessing the surface shortwave radiation data under the ssp126 CO2 emissions scenario for the timeframe 235101-240012.,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,Please present the downwelling shortwave radiation data at the surface related to the CO2 emissions scenario ssp126 covering the period from 235101 to 240012.,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,Could you show me the surface downwelling shortwave radiation measurements for the ssp126 CO2 emissions scenario during 235101-240012?,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,I would like to review the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario in the time range 235101-240012.,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,Let's take a look at the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario throughout the time period 235101-240012.,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
157,Please provide the surface downwelling shortwave radiation data associated with the ssp126 CO2 emissions scenario for the period from 235101 to 240012.,ssp126,rsds,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_235101-240012.nc
158,Show me surface downwelling shortwave radiation data for a ssp126 CO2 emissions scenario for 240101-245012,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,I need information on ssp126 CO2 emissions scenario's surface downwelling shortwave radiation data between 240101 and 245012.,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,Please provide me with the surface downwelling shortwave radiation data related to the ssp126 CO2 emissions scenario for the period 240101-245012.,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,I'm interested in the surface downwelling shortwave radiation data corresponding to the ssp126 CO2 emissions scenario throughout 240101-245012.,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,Could you display the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario occurring from 240101 to 245012?,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,Kindly show me the data on surface downwelling shortwave radiation for the ssp126 CO2 emissions scenario from 240101 until 245012.,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,I am looking for the surface downwelling shortwave radiation data linked to the ssp126 CO2 emissions scenario covering the time frame 240101-245012.,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,Please present the surface downwelling shortwave radiation data associated with the ssp126 CO2 emissions scenario within the period from 240101 to 245012.,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,Can you provide me with the surface downwelling shortwave radiation values for the ssp126 CO2 emissions scenario from 240101 to 245012?,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
158,I would appreciate it if you could show me the surface downwelling shortwave radiation information for the ssp126 CO2 emissions scenario between 240101 and 245012.,ssp126,rsds,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_240101-245012.nc
159,Show me surface downwelling shortwave radiation data for a ssp126 CO2 emissions scenario for 245101-250012,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,I would like to see the surface downwelling shortwave radiation data corresponding to the ssp126 CO2 emissions scenario for the time period 245101-250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,Provide me with the surface downwelling shortwave radiation data specific to the ssp126 CO2 emissions scenario covering the period from 245101 to 250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,Show me the surface downwelling shortwave radiation dataset for the ssp126 CO2 emissions scenario from 245101 to 250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,I am interested in examining the surface downwelling shortwave radiation data related to the ssp126 CO2 emissions scenario throughout the time period 245101-250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,Can you display the surface downwelling shortwave radiation measurements linked to the ssp126 CO2 emissions scenario for the span of 245101-250012?,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,I wish to view the surface downwelling shortwave radiation data for the ssp126 CO2 emissions scenario within the time range of 245101-250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,Please show me the surface downwelling shortwave radiation records for the ssp126 CO2 emissions scenario during 245101-250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,I need to access the surface downwelling shortwave radiation information associated with the ssp126 CO2 emissions scenario for the temporal interval of 245101-250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
159,Kindly provide me with the surface downwelling shortwave radiation readings corresponding to the ssp126 CO2 emissions scenario for the timeframe of 245101-250012.,ssp126,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_245101-250012.nc
160,Show me near-surface specific humidity data for a ssp126 CO2 emissions scenario for 201501-205012,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
160,I'd like to see the specific humidity data near the surface corresponding to the ssp126 CO2 emissions scenario from January 2015 to December 2050.,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
160,Display the specific humidity data close to the surface related to the ssp126 CO2 emissions projection from 2015 to 2050.,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
160,I am interested in viewing the near-surface specific humidity data regarding the ssp126 CO2 emissions scenario for the period between 2015 and 2050.,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
160,Please provide me with the specific humidity data near the surface associated with the ssp126 CO2 emissions scenario covering the timeframe 2015 to 2050.,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
160,Show me the specific humidity data at low altitudes for the ssp126 CO2 emissions scenario from January 2015 to December 2050.,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
160,I would like to examine the specific humidity data near the Earth's surface for the ssp126 CO2 emissions scenario during the period 2015-2050.,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
160,Display the specific humidity data close to the ground concerning the ssp126 CO2 emissions scenario for the years 2015 through 2050.,ssp126,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp126/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp126_r3i1p1f2_gn_201501-205012.nc
